"Region","LA_Code","LA_Name","Empl_pop","X100EmpPTt","X100EmpPT15pct","X100EmpPT30pct","X100EmpPT45pct","X100EmpPT60pct","X100EmpPT15n","X100EmpPT30n","X100EmpPT45n","X100EmpPT60n","X100EmpCyct","X100EmpCyc15pct","X100EmpCyc30pct","X100EmpCyc45pct","X100EmpCyc60pct","X100EmpCyc15n","X100EmpCyc30n","X100EmpCyc45n","X100EmpCyc60n","X100EmpCart","X100EmpCar15pct","X100EmpCar30pct","X100EmpCar45pct","X100EmpCar60pct","X100EmpCar15n","X100EmpCar30n","X100EmpCar45n","X100EmpCar60n","X500EmpPTt","X500EmpPT15pct","X500EmpPT30pct","X500EmpPT45pct","X500EmpPT60pct","X500EmpPT15n","X500EmpPT30n","X500EmpPT45n","X500EmpPT60n","X500EmpCyct","X500EmpCyc15pct","X500EmpCyc30pct","X500EmpCyc45pct","X500EmpCyc60pct","X500EmpCyc15n","X500EmpCyc30n","X500EmpCyc45n","X500EmpCyc60n","X500EmpCart","X500EmpCar15pct","X500EmpCar30pct","X500EmpCar45pct","X500EmpCar60pct","X500EmpCar15n","X500EmpCar30n","X500EmpCar45n","X500EmpCar60n","X5000EmpPTt","X5000EmpPT15pct","X5000EmpPT30pct","X5000EmpPT45pct","X5000EmpPT60pct","X5000EmpPT15n","X5000EmpPT30n","X5000EmpPT45n","X5000EmpPT60n","X5000EmpCyct","X5000EmpCyc15pct","X5000EmpCyc30pct","X5000EmpCyc45pct","X5000EmpCyc60pct","X5000EmpCyc15n","X5000EmpCyc30n","X5000EmpCyc45n","X5000EmpCyc60n","X5000EmpCart","X5000EmpCar15pct","X5000EmpCar30pct","X5000EmpCar45pct","X5000EmpCar60pct","X5000EmpCar15n","X5000EmpCar30n","X5000EmpCar45n","X5000EmpCar60n","PSPTt","PSPT15n","PSPT30n","PSPT45n","PSPT60n","PSPT15pct","PSPT30pct","PSPT45pct","PSPT60pct","PSCyct","PSCyc15n","PSCyc30n","PSCyc45n","PSCyc60n","PSCyc15pct","PSCyc30pct","PSCyc45pct","PSCyc60pct","PSCart","PSCar15n","PSCar30n","PSCar45n","PSCar60n","PSCar15pct","PSCar30pct","PSCar45pct","PSCar60pct","SSPTt","SSPT15n","SSPT30n","SSPT45n","SSPT60n","SSPT15pct","SSPT30pct","SSPT45pct","SSPT60pct","SSCyct","SSCyc15n","SSCyc30n","SSCyc45n","SSCyc60n","SSCyc15pct","SSCyc30pct","SSCyc45pct","SSCyc60pct","SSCart","SSCar15n","SSCar30n","SSCar45n","SSCar60n","SSCar15pct","SSCar30pct","SSCar45pct","SSCar60pct","FEPTt","FEPT15n","FEPT30n","FEPT45n","FEPT60n","FEPT15pct","FEPT30pct","FEPT45pct","FEPT60pct","FECyct","FECyc15n","FECyc30n","FECyc45n","FECyc60n","FECyc15pct","FECyc30pct","FECyc45pct","FECyc60pct","FECart","FECar15n","FECar30n","FECar45n","FECar60n","FECar15pct","FECar30pct","FECar45pct","FECar60pct","GPPTt","GPPT15n","GPPT30n","GPPT45n","GPPT60n","GPPT15pct","GPPT30pct","GPPT45pct","GPPT60pct","GPCyct","GPCyc15n","GPCyc30n","GPCyc45n","GPCyc60n","GPCyc15pct","GPCyc30pct","GPCyc45pct","GPCyc60pct","GPCart","GPCar15n","GPCar30n","GPCar45n","GPCar60n","GPCar15pct","GPCar30pct","GPCar45pct","GPCar60pct","HospPTt","HospPT15n","HospPT30n","HospPT45n","HospPT60n","HospPT15pct","HospPT30pct","HospPT45pct","HospPT60pct","HospCyct","HospCyc15n","HospCyc30n","HospCyc45n","HospCyc60n","HospCyc15pct","HospCyc30pct","HospCyc45pct","HospCyc60pct","HospCart","HospCar15n","HospCar30n","HospCar45n","HospCar60n","HospCar15pct","HospCar30pct","HospCar45pct","HospCar60pct","FoodPTt","FoodPT15n","FoodPT30n","FoodPT45n","FoodPT60n","FoodPT15pct","FoodPT30pct","FoodPT45pct","FoodPT60pct","FoodCyct","FoodCyc15n","FoodCyc30n","FoodCyc45n","FoodCyc60n","FoodCyc15pct","FoodCyc30pct","FoodCyc45pct","FoodCyc60pct","FoodCart","FoodCar15n","FoodCar30n","FoodCar45n","FoodCar60n","FoodCar15pct","FoodCar30pct","FoodCar45pct","FoodCar60pct","TownPTt","TownPT15n","TownPT30n","TownPT45n","TownPT60n","TownPT15pct","TownPT30pct","TownPT45pct","TownPT60pct","TownCyct","TownCyc15n","TownCyc30n","TownCyc45n","TownCyc60n","TownCyc15pct","TownCyc30pct","TownCyc45pct","TownCyc60pct","TownCart","TownCar15n","TownCar30n","TownCar45n","TownCar60n","TownCar15pct","TownCar30pct","TownCar45pct","TownCar60pct"
"East","E06000056","Central Bedfordshire",200623,10,79,98,100,100,2,8,10,10,9,90,100,100,100,4,9,10,10,8,100,100,100,100,9,10,10,10,14,1,6,9,10,58,99,100,100,13,72,100,100,100,2,6,9,10,9,99,100,100,100,6,10,10,10,42,0,0,1,4,0,15,67,94,43,8,28,47,89,0,0,1,2,19,22,99,100,100,0,5,10,10,10,2,8,10,10,84,99,100,100,9,4,9,10,10,97,100,100,100,8,9,10,10,10,100,100,100,100,16,1,4,8,10,47,96,100,100,13,2,5,8,10,74,99,100,100,10,4,10,10,10,98,100,100,100,20,0,2,5,9,26,90,99,100,17,1,3,6,9,57,93,100,100,11,2,10,10,10,91,100,100,100,14,1,6,10,10,62,99,100,100,11,2,6,10,10,82,99,99,99,9,6,10,10,10,99,99,99,99,44,0,0,1,1,0,15,56,93,50,0,0,0,1,2,23,34,63,22,0,2,6,10,12,97,99,99,10,3,9,10,10,87,99,100,100,10,5,9,10,10,88,99,99,99,8,9,10,10,10,99,99,99,99,21,0,1,4,7,27,84,99,100,19,0,1,3,5,47,81,98,99,12,1,8,10,10,80,99,99,99
"East","E06000032","Luton",151462,7,97,100,100,100,4,10,10,10,8,100,100,100,100,9,10,10,10,7,100,100,100,100,10,10,10,10,10,2,9,10,10,83,100,100,100,8,100,100,100,100,7,10,10,10,8,100,100,100,100,10,10,10,10,19,0,2,4,7,32,89,100,100,16,53,100,100,100,1,3,4,6,13,76,100,100,100,1,8,10,10,8,3,10,10,10,99,100,100,100,8,9,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,14,1,6,10,10,54,100,100,100,11,2,10,10,10,98,100,100,100,9,6,10,10,10,100,100,100,100,19,0,3,8,10,24,98,100,100,13,1,6,10,10,71,100,100,100,11,3,10,10,10,99,100,100,100,9,4,10,10,10,92,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,32,0,0,1,2,5,39,87,100,23,0,1,1,1,17,84,100,100,16,0,2,8,10,35,100,100,100,8,4,10,10,10,97,100,100,100,8,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,18,0,2,6,9,33,96,100,100,13,1,3,4,7,66,100,100,100,10,2,8,10,10,93,100,100,100
"East","E06000031","Peterborough",137904,11,79,99,100,100,2,8,10,10,10,94,100,100,100,4,9,10,10,8,100,100,100,100,10,10,10,10,13,1,7,10,10,71,96,99,99,11,85,97,100,100,4,9,10,10,8,99,100,100,100,9,10,10,10,20,0,3,6,7,27,87,98,99,17,55,91,95,99,1,4,5,6,11,92,100,100,100,4,6,9,10,8,2,9,10,10,97,100,100,100,8,6,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,18,1,3,8,10,40,96,99,99,14,1,6,9,10,77,96,100,100,10,4,10,10,10,95,100,100,100,17,1,4,9,10,42,97,99,100,14,2,8,10,10,80,97,100,100,10,5,10,10,10,96,100,100,100,11,2,9,10,10,81,99,99,100,10,4,9,10,10,98,102,102,102,8,9,10,10,10,102,102,102,102,44,0,0,0,1,1,15,45,95,26,0,1,1,1,10,71,100,102,15,1,1,3,4,52,102,102,102,8,4,10,10,10,91,99,99,99,9,7,10,10,10,96,101,102,102,7,10,10,10,10,102,102,102,102,22,0,2,3,6,15,89,99,99,17,1,2,3,4,42,95,101,102,11,2,5,10,10,94,102,102,102
"East","E06000033","Southend-on-Sea",128269,7,98,100,100,100,5,10,10,10,8,100,100,100,100,9,10,10,10,7,100,100,100,100,10,10,10,10,9,3,10,10,10,89,100,100,100,8,100,100,100,100,7,10,10,10,7,100,100,100,100,9,10,10,10,17,0,2,3,4,32,99,100,100,18,41,94,100,100,1,2,2,2,14,64,100,100,100,1,2,7,10,9,3,10,10,10,94,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,13,1,7,10,10,63,100,100,100,10,3,9,10,10,99,100,100,100,8,8,10,10,10,100,100,100,100,14,1,7,10,10,61,100,100,100,11,3,9,10,10,93,100,100,100,9,7,10,10,10,100,100,100,100,7,5,10,10,10,99,100,100,100,8,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,26,0,1,1,2,11,69,98,100,19,0,1,1,1,34,86,100,100,12,1,1,3,6,81,100,100,100,6,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,6,10,10,10,10,100,100,100,100,16,1,4,8,10,49,98,100,100,13,2,5,7,9,68,97,100,100,10,4,10,10,10,97,100,100,100
"East","E06000034","Thurrock",118572,8,94,100,100,100,3,10,10,10,8,100,100,100,100,6,10,10,10,7,100,100,100,100,10,10,10,10,14,1,6,10,10,59,100,100,100,11,89,100,100,100,2,7,10,10,9,100,100,100,100,6,10,10,10,27,0,1,3,5,5,67,99,99,22,18,83,100,100,0,2,4,6,13,78,100,100,100,1,9,10,10,9,2,9,10,10,92,100,100,100,9,4,10,10,10,100,100,100,100,7,9,10,10,10,100,100,100,100,16,0,3,8,10,45,98,100,100,13,1,5,10,10,78,100,100,100,10,3,10,10,10,99,100,100,100,18,0,2,5,10,30,96,100,100,14,1,3,7,10,65,100,100,100,10,1,10,10,10,96,100,100,100,9,3,10,10,10,93,100,100,100,8,5,10,10,10,98,98,98,98,7,9,10,10,10,98,98,98,98,33,0,1,1,2,2,42,85,100,29,0,1,1,2,2,58,98,98,15,1,3,8,10,52,98,98,98,8,3,10,10,10,93,100,100,100,8,6,10,10,10,97,98,98,98,7,10,10,10,10,98,98,98,98,21,0,1,4,9,23,87,100,100,18,0,1,3,7,43,95,98,98,13,1,9,10,10,67,98,98,98
"East","E10000003","Cambridgeshire",476696,14,67,93,98,99,1,5,8,9,8,82,98,100,100,3,7,9,10,8,98,100,100,100,6,10,10,10,16,1,5,8,9,55,90,98,99,13,72,95,100,100,3,5,8,10,9,96,100,100,100,5,10,10,10,42,0,1,2,3,10,37,62,80,44,26,41,56,68,0,1,2,3,19,39,92,100,100,1,4,8,10,11,1,6,9,10,83,98,99,99,9,3,7,10,10,94,100,100,100,8,7,10,10,10,100,100,100,100,24,0,1,3,6,24,75,93,97,19,1,2,4,6,47,82,98,100,12,2,8,10,10,81,100,100,100,28,0,2,4,6,24,69,92,97,23,1,2,4,5,46,73,93,100,13,1,7,10,10,72,100,100,100,14,1,5,8,9,68,95,98,99,11,3,6,8,10,82,97,99,99,8,5,10,10,10,98,99,99,99,59,0,0,0,1,1,11,32,52,61,0,0,0,1,3,23,37,52,27,0,1,2,5,10,62,98,99,11,3,7,9,10,81,96,98,99,10,5,8,10,10,86,98,99,99,8,8,10,10,10,98,99,99,99,27,0,1,3,5,21,64,92,97,25,1,2,2,3,39,64,87,98,14,1,4,10,10,56,99,99,99
"East","E07000008","     Cambridge",102803,9,86,100,100,100,3,9,10,10,9,97,100,100,100,7,10,10,10,8,99,100,100,100,9,10,10,10,10,2,10,10,10,84,100,100,100,9,99,100,100,100,7,10,10,10,8,100,100,100,100,10,10,10,10,17,0,3,5,6,37,98,100,100,12,89,100,100,100,1,5,6,6,11,95,100,100,100,2,6,8,10,9,2,9,10,10,91,100,100,100,8,7,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,15,1,4,8,10,54,99,100,100,11,2,7,10,10,89,100,100,100,9,4,10,10,10,100,100,100,100,17,1,3,7,9,49,99,100,100,13,2,6,8,9,85,100,100,100,11,3,9,10,10,100,100,100,100,8,3,10,10,10,95,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,32,0,0,1,1,3,40,87,100,24,0,1,1,1,12,74,100,100,17,0,1,1,5,36,100,100,100,7,5,10,10,10,97,100,100,100,8,9,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,15,1,4,5,7,43,98,100,100,12,2,5,5,5,79,100,100,100,9,4,5,10,10,99,100,100,100
"East","E07000009","     East Cambridgeshire",62515,15,65,92,97,98,1,3,6,9,11,84,100,100,100,2,4,9,10,8,99,100,100,100,4,10,10,10,19,1,3,7,9,48,85,95,96,16,52,92,100,100,1,3,8,10,10,94,100,100,100,4,10,10,10,71,0,0,0,1,0,0,5,30,88,0,0,3,8,0,0,0,0,29,0,59,100,100,0,1,6,10,13,1,4,8,9,79,95,97,98,10,2,5,9,10,93,100,100,100,8,6,10,10,10,100,100,100,100,29,0,1,2,3,23,63,89,94,23,0,1,2,3,40,62,99,100,12,1,6,10,10,73,100,100,100,36,0,0,1,3,12,44,82,93,31,0,0,1,2,25,38,90,100,15,0,4,10,10,47,100,100,100,17,1,2,6,9,59,94,96,97,13,1,2,6,9,72,96,98,98,9,3,10,10,10,94,98,98,98,81,0,0,0,0,0,0,0,8,105,0,0,0,0,0,0,0,4,39,0,0,1,4,0,6,93,98,14,2,6,9,9,72,90,96,98,12,3,6,9,10,75,96,98,98,8,7,10,10,10,97,98,98,98,34,0,0,1,3,15,43,90,94,31,0,0,1,2,24,36,85,98,15,0,3,10,10,39,98,98,98
"East","E07000010","     Fenland",71751,13,71,94,98,99,1,5,9,10,11,86,99,100,100,3,6,8,10,8,99,100,100,100,6,10,10,10,19,1,3,6,9,46,84,96,99,14,73,95,99,100,2,3,5,8,10,93,100,100,100,3,10,10,10,46,0,0,1,2,5,24,55,77,50,20,33,45,56,0,0,1,1,21,31,84,100,100,0,2,7,9,11,1,5,9,10,78,98,99,100,9,3,6,9,10,97,100,100,100,8,6,10,10,10,100,100,100,100,25,0,1,2,4,20,79,93,98,19,0,1,2,3,44,85,94,100,11,1,6,10,10,86,100,100,100,26,0,1,2,4,19,75,93,98,19,0,1,1,3,48,86,94,100,11,1,4,10,10,86,100,100,100,17,1,4,8,9,54,93,98,98,12,2,3,6,9,82,95,100,100,9,4,10,10,10,98,100,100,100,84,0,0,0,0,0,0,0,4,101,0,0,0,0,0,0,0,6,36,0,0,2,4,0,15,97,100,11,2,8,9,10,82,97,98,99,10,5,8,9,10,90,98,100,100,7,8,10,10,10,99,100,100,100,23,0,1,2,3,35,79,95,98,21,1,1,1,2,61,76,84,100,16,0,3,9,10,49,98,100,100
"East","E07000011","     Huntingdonshire",128385,15,67,90,96,98,1,5,9,9,11,81,98,100,100,3,7,9,10,8,98,100,100,100,7,10,10,10,17,1,3,7,9,49,90,98,99,14,69,94,100,100,2,5,8,10,9,96,100,100,100,5,10,10,10,45,0,0,1,2,3,26,58,82,44,10,30,53,67,0,0,1,1,19,31,100,100,100,0,3,10,10,11,1,6,9,10,86,98,99,99,10,3,8,10,10,92,100,100,100,8,7,10,10,10,100,100,100,100,28,0,1,3,6,14,70,91,96,21,0,1,3,5,34,79,97,100,13,1,9,10,10,74,100,100,100,26,0,1,3,6,21,74,91,96,21,1,2,3,4,40,79,95,100,12,1,7,10,10,78,100,100,100,14,1,5,9,9,71,95,97,98,11,2,6,9,10,81,97,99,99,8,6,10,10,10,98,99,99,99,58,0,0,0,1,1,9,34,59,49,0,0,0,1,2,21,36,64,25,0,1,2,6,6,79,99,99,12,2,7,9,10,81,95,97,99,10,4,8,9,10,85,98,99,99,8,8,10,10,10,98,99,99,99,26,0,1,2,4,18,78,93,96,22,0,1,1,2,40,75,92,96,13,1,4,10,10,71,99,99,99
"East","E07000012","     South Cambridgeshire",111242,17,50,89,99,99,1,3,8,9,14,64,95,100,100,1,5,9,10,9,96,100,100,100,5,10,10,10,18,1,4,8,10,47,86,98,99,15,62,93,100,100,1,5,8,10,10,94,100,100,100,4,10,10,10,42,0,0,1,3,3,23,68,90,43,4,30,55,81,0,1,2,4,19,24,98,100,100,0,5,10,10,11,1,5,9,10,81,98,100,100,10,2,7,10,10,93,100,100,100,8,6,10,10,10,100,100,100,100,25,0,1,4,7,20,70,95,98,20,0,2,5,8,40,85,100,100,12,1,10,10,10,80,100,100,100,34,0,1,3,6,10,36,88,97,31,0,1,3,6,16,47,84,100,16,1,8,10,10,39,100,100,100,15,1,4,8,10,56,93,98,99,12,1,5,9,10,73,98,98,98,9,5,10,10,10,98,98,98,98,56,0,0,0,1,0,5,28,64,55,0,0,0,1,0,12,34,60,25,0,1,2,6,7,78,98,98,12,1,6,9,10,74,95,99,99,11,2,7,10,10,80,96,98,98,8,7,10,10,10,97,98,98,98,38,0,0,2,5,0,24,83,95,37,0,1,2,4,1,32,73,97,18,0,6,10,10,19,98,98,98
"East","E10000012","Essex",1042405,10,80,98,99,100,2,8,10,10,8,91,99,100,100,5,9,10,10,8,100,100,100,100,9,10,10,10,14,1,7,9,10,63,97,99,100,12,80,98,100,100,3,8,9,10,9,98,100,100,100,7,10,10,10,36,0,1,2,5,10,44,76,90,40,17,43,67,82,0,1,1,2,19,38,92,100,100,1,4,8,10,10,2,8,10,10,87,99,100,100,9,4,9,10,10,96,100,100,100,8,9,10,10,10,100,100,100,100,19,0,3,7,9,37,91,98,99,15,1,4,7,9,68,92,99,100,10,3,9,10,10,92,100,100,100,21,0,2,6,8,25,85,97,99,18,1,3,6,8,52,87,97,99,12,3,8,10,10,82,100,100,100,12,2,8,10,10,79,98,99,100,10,3,8,9,10,91,99,99,99,8,8,10,10,10,99,99,99,99,45,0,0,1,2,2,21,54,81,49,0,0,1,1,5,30,54,68,23,0,2,5,7,20,76,99,99,10,3,9,10,10,89,98,99,100,9,6,9,10,10,91,99,99,99,7,9,10,10,10,99,99,99,99,21,0,2,4,7,27,87,97,99,20,0,1,3,5,45,84,93,97,12,1,6,9,10,81,99,99,99
"East","E07000066","     Basildon",130558,8,91,100,100,100,3,10,10,10,9,98,100,100,100,7,10,10,10,7,100,100,100,100,10,10,10,10,11,2,9,10,10,77,100,100,100,10,96,100,100,100,4,10,10,10,8,100,100,100,100,9,10,10,10,25,0,2,3,7,16,68,98,100,23,24,68,99,100,1,2,3,4,14,61,100,100,100,2,7,10,10,9,3,10,10,10,93,100,100,100,9,7,10,10,10,100,100,100,100,8,10,10,10,10,100,100,100,100,15,1,4,10,10,50,99,100,100,12,2,5,10,10,85,100,100,100,9,5,10,10,10,99,100,100,100,18,0,3,8,10,32,98,100,100,13,1,4,9,10,77,100,100,100,10,3,10,10,10,98,100,100,100,9,3,10,10,10,93,100,100,100,9,6,10,10,10,99,100,100,100,7,10,10,10,10,100,100,100,100,35,0,0,1,2,1,40,77,99,29,0,1,1,2,8,60,87,100,15,1,3,6,10,58,100,100,100,8,4,10,10,10,98,100,100,100,8,7,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,17,0,2,7,10,38,99,100,100,14,1,2,5,9,66,100,100,100,10,2,10,10,10,98,100,100,100
"East","E07000067","     Braintree",109010,13,73,95,98,99,1,7,9,10,11,87,99,100,100,2,7,10,10,8,99,100,100,100,7,10,10,10,16,1,5,9,9,57,94,96,97,13,76,96,100,100,2,6,9,10,9,96,100,100,100,6,10,10,10,45,0,0,1,4,6,26,60,82,51,17,24,35,71,0,0,0,1,21,26,78,100,100,0,3,8,10,11,1,7,9,10,85,98,99,99,9,3,9,10,10,95,100,100,100,8,8,10,10,10,100,100,100,100,22,0,2,4,8,29,84,95,97,17,1,2,3,7,55,93,98,100,11,2,9,10,10,90,100,100,100,30,0,1,2,6,16,60,89,95,23,0,1,2,4,31,76,94,100,14,1,6,10,10,63,100,100,100,14,1,6,9,9,71,96,98,99,11,3,6,9,10,84,98,99,99,8,5,10,10,10,99,99,99,99,60,0,0,0,1,0,0,15,69,74,0,0,0,0,0,0,0,17,33,0,0,2,5,0,23,97,99,12,3,9,9,10,85,95,97,97,10,5,8,10,10,85,96,99,99,8,9,10,10,10,98,99,99,99,23,0,1,2,5,27,84,95,96,20,1,1,1,3,51,80,93,99,12,1,4,9,10,80,99,99,99
"East","E07000068","     Brentwood",54484,11,77,98,100,100,2,8,10,10,9,96,100,100,100,4,10,10,10,8,100,100,100,100,10,10,10,10,12,1,8,10,10,77,98,100,100,11,82,98,100,100,3,8,10,10,8,100,100,100,100,9,10,10,10,25,0,1,3,7,13,75,98,100,21,38,78,98,100,0,1,2,4,13,67,100,100,100,1,9,10,10,12,1,8,10,10,79,99,100,100,10,4,10,10,10,97,100,100,100,8,9,10,10,10,100,100,100,100,18,0,4,8,10,32,95,99,100,15,1,5,9,10,73,87,100,100,10,3,10,10,10,93,100,100,100,18,0,4,8,10,32,95,99,100,15,1,5,9,10,70,87,100,100,10,3,10,10,10,92,100,100,100,14,1,7,10,10,56,98,99,100,11,2,7,10,10,89,99,99,99,9,6,10,10,10,99,99,99,99,48,0,0,1,3,0,2,41,94,56,0,0,0,1,0,0,5,73,25,0,3,10,10,1,98,99,99,9,3,9,10,10,91,98,100,100,9,6,10,10,10,94,99,99,99,7,10,10,10,10,99,99,99,99,19,0,2,6,9,38,92,99,100,17,1,2,4,8,63,84,99,99,11,2,9,10,10,85,99,99,99
"East","E07000069","     Castle Point",64845,7,96,100,100,100,3,10,10,10,8,100,100,100,100,8,10,10,10,7,100,100,100,100,10,10,10,10,13,1,7,9,10,62,100,100,100,10,99,100,100,100,3,8,10,10,8,100,100,100,100,7,10,10,10,38,0,0,2,5,0,9,88,100,46,0,0,56,93,0,0,1,4,21,2,100,100,100,0,4,10,10,9,3,10,10,10,95,100,100,100,9,6,10,10,10,100,100,100,100,8,9,10,10,10,100,100,100,100,14,1,4,8,10,58,100,100,100,11,1,5,8,10,98,100,100,100,9,3,10,10,10,100,100,100,100,22,0,3,7,10,25,80,100,100,20,1,4,7,10,51,72,100,100,13,2,10,10,10,56,100,100,100,11,2,9,10,10,81,100,100,100,9,3,9,10,10,97,99,99,99,8,8,10,10,10,99,99,99,99,45,0,0,1,2,0,4,48,93,47,0,0,1,2,0,6,56,80,20,0,2,3,8,0,99,99,99,8,4,10,10,10,97,100,100,100,8,8,10,10,10,99,99,99,99,7,10,10,10,10,99,99,99,99,16,1,3,7,10,44,99,100,100,14,1,3,7,9,63,99,99,99,10,2,9,10,10,99,99,99,99
"East","E07000070","     Chelmsford",125722,9,86,99,100,100,2,9,10,10,9,93,100,100,100,5,9,10,10,7,100,100,100,100,9,10,10,10,14,1,6,10,10,61,99,100,100,12,83,100,100,100,2,8,10,10,9,100,100,100,100,7,10,10,10,25,0,2,4,6,18,74,89,99,25,29,73,87,90,0,2,2,3,14,72,100,100,100,1,5,10,10,10,2,9,10,10,89,100,100,100,9,5,9,10,10,98,100,100,100,8,9,10,10,10,100,100,100,100,17,0,3,8,10,37,96,100,100,14,1,6,8,10,72,96,100,100,10,4,10,10,10,95,100,100,100,17,1,4,8,10,40,96,100,100,14,1,6,9,10,73,96,100,100,10,5,10,10,10,95,100,100,100,12,2,9,10,10,77,99,100,100,10,4,9,10,10,88,98,99,99,8,9,10,10,10,98,99,99,99,40,0,0,1,1,1,24,70,94,39,0,0,1,1,2,32,71,84,20,0,1,6,10,16,98,99,99,9,3,9,10,10,87,99,100,100,9,6,9,10,10,89,98,99,99,7,9,10,10,10,98,99,99,99,23,0,1,3,7,14,89,99,100,19,0,1,1,3,33,86,98,99,13,1,7,10,10,80,99,99,99
"East","E07000071","     Colchester",135593,11,74,99,100,100,2,8,10,10,9,93,100,100,100,5,9,10,10,8,100,100,100,100,9,10,10,10,12,1,8,10,10,73,99,100,100,11,85,99,100,100,4,9,10,10,8,99,100,100,100,8,10,10,10,23,0,1,3,5,21,78,96,99,22,34,80,93,99,0,1,2,2,15,62,100,100,100,1,2,6,9,10,2,9,10,10,89,100,100,100,9,5,9,10,10,98,100,100,100,8,9,10,10,10,100,100,100,100,20,0,3,7,10,32,86,99,100,18,1,5,8,9,60,91,96,98,11,3,10,10,10,88,100,100,100,24,0,2,5,8,12,83,98,100,22,0,4,5,6,26,85,95,98,13,2,7,10,10,68,100,100,100,11,2,8,10,10,81,99,100,100,10,4,9,10,10,91,99,99,99,8,8,10,10,10,99,99,99,99,36,0,0,1,1,4,28,79,95,31,0,1,1,1,9,64,84,88,20,0,1,1,3,20,88,99,99,9,4,9,10,10,91,99,100,100,9,7,9,10,10,92,98,99,99,7,9,10,10,10,98,99,99,99,25,0,1,1,3,13,77,95,99,23,0,1,1,1,26,76,91,97,14,1,2,9,10,59,99,99,99
"East","E07000072","     Epping Forest",93878,11,77,96,98,99,3,9,10,10,9,89,99,100,100,5,9,10,10,8,100,100,100,100,9,10,10,10,13,1,7,10,10,67,97,100,100,11,85,99,100,100,3,8,10,10,9,99,100,100,100,7,10,10,10,42,0,0,1,6,0,10,67,96,38,0,22,73,100,0,0,1,5,21,5,100,100,100,0,5,10,10,12,1,8,10,10,80,98,100,100,10,3,9,10,10,94,100,100,100,8,8,10,10,10,100,100,100,100,20,0,3,8,10,26,90,97,98,15,1,5,9,10,67,98,100,100,10,3,10,10,10,97,100,100,100,22,0,3,8,10,25,86,97,98,16,1,6,9,10,54,97,100,100,11,3,10,10,10,83,100,100,100,12,2,8,10,10,79,97,99,100,10,3,8,10,10,90,99,99,99,8,7,10,10,10,99,99,99,99,41,0,0,1,4,1,17,69,96,35,0,0,1,4,6,28,88,98,19,0,4,10,10,17,99,99,99,11,3,9,10,10,83,97,99,100,10,4,9,10,10,89,99,99,99,8,8,10,10,10,99,99,99,99,19,1,3,8,9,47,90,97,98,17,1,3,7,9,56,89,92,99,11,2,10,10,10,88,99,99,99
"East","E07000073","     Harlow",60457,8,95,100,100,100,2,10,10,10,9,97,100,100,100,5,10,10,10,8,100,100,100,100,10,10,10,10,13,1,9,10,10,69,98,100,100,10,87,100,100,100,4,10,10,10,8,100,100,100,100,10,10,10,10,22,0,1,2,3,25,85,100,100,15,43,100,100,100,0,2,2,2,10,100,100,100,100,2,3,10,10,7,4,10,10,10,100,100,100,100,8,8,10,10,10,100,100,100,100,7,10,10,10,10,100,100,100,100,14,1,5,9,10,64,100,100,100,11,2,6,8,10,86,100,100,100,9,6,10,10,10,100,100,100,100,18,0,3,7,10,23,100,100,100,15,1,3,5,10,56,100,100,100,11,3,10,10,10,100,100,100,100,10,2,9,10,10,91,100,100,100,9,3,10,10,10,99,99,99,99,7,10,10,10,10,99,99,99,99,23,0,1,2,4,10,90,100,100,18,0,1,2,3,27,99,99,99,12,1,4,10,10,91,99,99,99,9,3,10,10,10,92,100,100,100,9,6,10,10,10,98,99,99,99,7,10,10,10,10,99,99,99,99,19,0,1,5,10,13,99,100,100,18,0,1,3,7,25,99,99,99,12,1,9,10,10,96,99,99,99
